cluster_id,n,predicados_top,ejemplos,tipo_label
reltype:330,3,"[[""sensibilizar a"", 1], [""sensibilizar hasta"", 1], [""sensibilizar para"", 1]]","[""Esta actividad, organizada en alianza con la Asociación de Empresarios Gamarra Perú, la organización By People y la empresa Vanny, se realiza del 27 al 29 de noviembre en el cruce de las avenidas Humboldt y América, en La Victoria, y tiene como objetivo promover la detección temprana y la prevención del cáncer, así como sensibilizar a la ciudadanía para que se hagan los tamizajes."", ""Hasta la fecha, la campaña \""Súmate y denuncia\"" ha sensibilizado a más de mil ciudadanos —entre docentes, conductores y vecinos de distintas regiones del país—, promoviendo una cultura de denuncia activa y responsable con el apoyo de la Policía Nacional del Perú (PNP)."", ""Cabe indicar que actualmente el Gobierno Regional de Tacna desarrolla el proyecto \""Tacna sin drogas\"", el cual realiza diversas acciones para sensibilizar en instituciones educativas sobre las consecuencias del consumo de estupefacientes, a través de talleres informativos y atención psicológica, además de organización de concursos de talentos, actividades deportivas, entre otras acctividades recreativas.""]",
reltype:331,3,"[[""sobrevivir a"", 2], [""sobrevive a"", 1]]","[""Loreto: joven sobrevive a mordedura de serpiente venenosa al ser auxiliada en PIAS Morona\nUna joven de 17 años, natural de la comunidad Naranjal, ubicada en la provincia de Datem del Marañón (Loreto), logró sobrevivir a la mordedura de una serpiente altamente venenosa, gracias a la rápida intervención del personal médico que se encontraba a bordo de la Plataforma Itinerante de Acción Social (PIAS) Morona, impulsada por el programa PAIS del Ministerio de Desarrollo e Inclusión Social (Midis)."", ""Celestina Maura Ninasaume Bohórquez (50) y su hijo Yerson Rafael Ninasaume (12) tampoco sobrevivieron a la tragedia, al igual que el ciudadano Artemio Rafael Deza (50), natural de la provincia de Jauja, en la región Junín, y un exintegrante de la Policía Nacional identificado como Wilber Meléndez Yaranga (65)."", ""Pese a la intervención de la Policía de la comisaría rural de Pilpichaca y las diligencias realizadas por el Ministerio Público y la Unidad de Prevención e Investigación de Accidentes de Tránsito (UPIAT) el estudiante no sobrevivió a las graves lesiones.""]",
reltype:332,3,"[[""vacunacer por"", 1], [""vacunar contra"", 1], [""vacunartir en"", 1]]","[""Minsa vacunará por primera vez a recién nacidos contra virus sincitial respiratorio\nEl ministro de Salud, Juan Carlos Velasco Guerrero, anunció que el Perú iniciará por primera vez la vacunación contra el virus sincitial respiratorio, principal causa de muerte en recién nacidos, como parte de un nuevo esquema nacional que busca ubicar al país a la altura de las tecnologías sanitarias en el mundo."", ""Cusco: cerca de 30 adultos mayores fueron vacunados contra influenza en Tambo Uray Ayllu\nEn el interior del Tambo Uray Ayllu, ubicado en la región Cusco, se inmunizó a 27 adultos mayores contra la influenza, gracias a la campaña de vacunación gestionada por el Ministerio de Desarrollo e Inclusión Social (Midis), a través del Programa Nacional PAIS, con el objetivo de proteger a la ciudadanía."", ""[Lea también: Influenza: ubicación y horarios de los locales dónde vacunarte en Lima y Callao - cuadros ] Calidad e inocuidad A la par, desde el PAE se ha garantizado el abastecimiento de alimentos adecuados que cumplen con los nutrientes y micronutrientes esenciales para el desarrollo físico e intelectual de los escolares para el 2026.""]",
reltype:333,3,"[[""vibrar con"", 2], [""vibrar de"", 1]]","[""La afición vibró con los primeros partidos de la primera fecha de la Liga Peruana de Vóley 2025-2026, que trajo triunfos luchados como los que consiguieron Rebaza Acosta, Universidad San Martín y Universitario en el coliseo Miguel Grau del Callao."", ""Cusco vibró con gigantescas alegorías de estudiantes de la Universidad Diego Quispe Tito\nLa plaza Mayor de la ciudad del Cusco vibró de algarabía el último fin de semana con las gigantescas, impresionantes y singulares alegorías que ofrecieron estudiantes de la Universidad Nacional de Arte Diego Quispe Tito de Cusco."", ""La plaza Mayor de la ciudad del Cusco vibró de algarabía el último fin de semana con las gigantescas, impresionantes y singulares alegorías que ofrecieron estudiantes de la Universidad Nacional de Arte Diego Quispe Tito de Cusco.""]",
reltype:334,3,"[[""vitaliciar en"", 3]]","[""Pensión vitalicia En otro momento, se refirió al pedido de la expresidenta Dina Boluarte para acceder a la pensión vitalicia.""]",
reltype:335,2,"[[""alabar a"", 1], [""alabar durante"", 1]]","[""El técnico del Real Madrid, Carlo Ancelotti, alabó a Xabi Alonso, quien anunció el viernes que dejará de entrenar a final de temporada al Bayer Leverkusen y suena como sustituto del italiano, señalando que el exjugador blanco tiene \""todas las puertas abiertas\""."", ""Previamente, durante los comentarios iniciales de la reunión, abiertos a la prensa, la primera ministra conservadora alabó la labor de Trump en el alto el fuego entre Tailandia y Camboya, así como \""el logro histórico sin precedentes\"" obtenido en Oriente Medio.""]",
reltype:336,2,"[[""alcanar"", 1], [""alzar por"", 1]]","[""Cristiano alcanó el registro insuperable de ser el primer jugador en la historia que anota goles en 6 Mundiales diferentes; sin embargo, con los dos tantos conseguidos, el 'Bicho' consiguió otra marca histórica que lo posiciona por encima de Lionel Messi , su rival de toda la vida en el fútbol."", ""El director deportivo de Universitario de Deportes, Álvaro Barco, alzó su voz de protesta este martes por la designación de Jordi Espinoza como árbitro principal del clásico peruano y señaló que el joven referí no está a la altura de lo que significa el partido más importante del fútbol peruano.""]",
reltype:337,2,"[[""amonestar a"", 2]]","[""Árbitro: El argentino Yael Falcón Pérez amonestó a Miguel Terceros, Salomón Rondón y Luis Haquín."", ""Árbitro: El chileno Piero Maza amonestó a Cásseres y Aramburu en Venezuela y a Romero en Argentina.""]",
reltype:338,2,"[[""armar"", 2]]","[""La Contraloría General de la República informó que viene armando una carpeta fiscal vinculada al uso de recursos públicos en la franja electoral, la cual será remitida este viernes 13 al Ministerio Público en el marco de las elecciones generales 2026."", ""Así, el nuevo 'once' que podría armar Desio es el siguiente: Diego Melián en el arco; Emilio Saba, Carlos Zambrano , Hansell Riojas y Miguel Trauco en la defensa; Oslimg Mora y Nicolás Da Campos en la primera línea de volantes; Carlos López, Luis Urruti y Jostin Alarcón más adelantados; y Luciano Nequecaur como '9' en la delantera.""]",
reltype:339,2,"[[""bloquear de"", 1], [""bloquear en"", 1]]","[""[Lea también: Deslizamiento de rocas bloquea el km 97 de la Carretera Central ] El decreto supremo mediante el que se aprueba la Política Nacional de Pueblos Indígenas u Originarios al 2040 es firmado por la titular del Ministerio de Cultura y de la Presidencia del Consejo de Ministros, así como por los ministros de Desarrollo Agrario y Riego, del Ambiente, de Comercio Exterior y Turismo, de Cultura, de Educación, de Energía y Minas, y del Interior."", ""[Lea también: Vía hacia Abancay es bloqueada en tramos correspondientes a Anta ] Se indica también que el INEl que “no brinda respuestas claras” al respecto y los deriva al Gobierno Regional del Cusco, instancia que tampoco lo hace.""]",
reltype:340,2,"[[""bromear"", 1], [""bromear sobre"", 1]]","[""Lee también: Presidente Lula bromea con \""contratar a Messi\"" para la selección de Brasil En la parte de la sesión abierta a los medios de comunicación, se observó al atacante hablar en privado con el seleccionador Carlo Ancelotti para luego incorporarse a un rondo de calentamiento."", ""Lula ya había bromeado el miércoles sobre el Mundial, al afirmar que pensaba \""contratar\"" al ídolo argentino Lionel Messi para la Canarinha.""]",
reltype:341,2,"[[""colisionar de"", 1], [""colisionar segun"", 1]]","[""De acuerdo con el jefe de la Tercera Brigada de Lima del Cuerpo de Bomberos, comandante Joel Ricaldi, tres vehículos colisionaron : una coaster de transporte público conocida como “ Anconero ”, una movilidad escolar y un auto particular."", ""Según el reporte de la Policía Nacional, un bus de la empresa Oltursa, que se dirigía de norte a sur con destino a Lima, colisionó violentamente por alcance contra un ómnibus de la empresa El Peruanito, el cual se encontraba detenido a un costado de la vía debido a desperfectos mecánicos.""]",
reltype:342,2,"[[""coorganizar por"", 2]]","[""El II Congreso de Conectividad Logística Perú–Brasil 2026 será coorganizado por la Cámara de Comercio Brasil-Perú (CAMBRAPER) con el apoyo de la Escuela Superior de Publicidad y Marketing (ESPM) brasilera, y se llevará a cabo el 17 de abril en las instalaciones de esta casa de estudios en la ciudad brasilera de Sao Paulo."", ""El ciclo es coorganizado por la Academia de Cine de España, la Agencia Española de Cooperación Internacional para el Desarrollo –por medio del Centro Cultural de España (CCE) – y la Embajada de España en Lima, en colaboración con la Biblioteca Nacional del Perú (BNP).""]",
reltype:343,2,"[[""cruzar"", 1], [""cruzar en"", 1]]","[""Lea también: Nueva vía Yauri - Suykutambo entre Cusco y Arequipa cruzará cañones y sitios arqueológicos Cabe indicar que, por primera vez en una intervención de esta escala, el gobierno regional ha logrado convocar y unificar los esfuerzos de la Municipalidad Provincial del Cusco, la mancomunidad y las municipalidades distritales de San Sebastián y San Jerónimo, sumando de manera horizontal a las organizaciones de la sociedad civil."", ""Lee también: Corredor de Miraflores: más de 1000 personas lo cruzaron en su primera hora de inaugurado Detalla que la investigación contra dicho burgomaestre es por los delitos de alteración del ambiente o paisaje y responsabilidad de funcionario público por otorgamiento ilegal de derechos.""]",
reltype:344,2,"[[""desalojar a"", 1], [""desbancar a"", 1]]","[""Miles de evacuados La Guardia Civil y la Policía Nacional desalojaron a más de 31.130 personas debido a los incendios forestales en el noroeste del país y en Extremadura desde que se declaró la preemergencia el pasado 12 de agosto, según datos del Ministerio del Interior."", ""A partir de ahora, el balón intentará tomar el protagonismo para dirimir si la España de Lamine Yamal, el Portugal de Cristiano Ronaldo o la Francia de Kylian Mbappé pueden desbancar a la Argentina de Lionel Messi, que aspira a revalidar el título de Catar.""]",
reltype:345,2,"[[""digitalizar en"", 2]]","[""Grandes empresas Con respecto a las grandes empresas peruanas, señaló que actualmente están enfocadas en digitalizar sus procesos para mejorar la eficiencia e invertir en tecnologías emergentes que optimicen sus operaciones."", ""Con respecto a las grandes empresas peruanas, señaló que actualmente están enfocadas en digitalizar sus procesos para mejorar la eficiencia e invertir en tecnologías emergentes que optimicen sus operaciones.""]",
reltype:346,2,"[[""diversificar"", 1], [""diversificar por"", 1]]","[""Estos planes permiten que cada territorio cuente con una hoja de ruta clara para impulsar su productividad, diversificar su economía y generar más oportunidades para su población”, señaló el ministro de Economía y Finanzas, Rodolfo Acuña Namihas."", ""En medio de la búsqueda por diversificar la economía y reducir la concentración de oportunidades en Lima, las incubadoras de startups están ganando protagonismo como vehículos de innovación, empleo y desarrollo regional.""]",
reltype:347,2,"[[""entrevistar a"", 1], [""se entrevistar con"", 1]]","[""A fin de conocer más detalles sobre esta estrategia entrevistamos a la titular del Ministerio de Comercio Exterior y Turismo (Mincetur), Teresa Mera, concedió una entrevista al Suplemento Económika del Diario El Peruano."", ""Finalmente, el 15 de enero, se entrevistó con el ministro del Interior, Vicente Tiburcio , a quien detalló la complejidad del proceso electoral, considerando que se desarrollarán cinco elecciones simultáneas : presidente y vicepresidentes, senadores nacionales y regionales, diputados y representantes ante el Parlamento Andino.""]",
